Rank,Major,Major_category,Total,Sample_size,Men,Women,ShareWomen,Full_time_year_round,Median,P25th,P75th,College_jobs,Non_college_jobs,Low_wage_jobs,College_jobs_binned,Non_college_jobs_binned,Median_binned,Total_binned,Sample_size_binned,Men_binned,Women_binned,ShareWomen_binned,Full_time_year_round_binned,P25th_binned,P75th_binned,Low_wage_jobs_binned
146,PSYCHOLOGY,Psychology & Social Work,393735,2584,86648,307087,0.779933204,174438,31500,24000,41000,125148,141860,48207,"(1.21e+05,1.36e+05]","(9.89e+04,1.49e+05]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(1.41e+03,2.81e+03]","(5.8e+04,1.16e+05]","(2.05e+05,3.07e+05]","(0.646,0.97]","(1.33e+05,2e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(3.21e+04,4.83e+04]"
139,ELEMENTARY EDUCATION,Education,170862,1629,13029,157833,0.923745479,86540,32000,23400,38000,108085,36972,11502,"(1.06e+05,1.21e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
94,COMMUNICATIONS,Communications & Journalism,213996,2394,476,209,0.305109489,116251,35000,27000,45000,40763,97964,27440,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
138,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,1436,4897,2519,0.339670982,81180,32000,23000,41000,57690,71827,26503,"(4.55e+04,6.07e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
79,POLITICAL SCIENCE AND GOVERNMENT,Social Science,182621,1387,93880,88741,0.485929877,83236,38000,28000,50000,36854,66947,19803,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
9,MECHANICAL ENGINEERING,Engineering,91227,1029,12953,2105,0.139792801,54639,60000,48000,70000,52844,16384,3253,"(4.55e+04,6.07e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
42,MATHEMATICS,Computers & Mathematics,72397,541,9005,2908,0.244103081,33738,45000,33000,60000,34800,14829,4569,"(3.03e+04,4.55e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
151,FAMILY AND CONSUMER SCIENCES,Industrial Arts & Consumer Services,58001,518,5347,16226,0.752143884,26906,30000,22900,40000,20985,20133,5248,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.646,0.97]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
11,COMPUTER ENGINEERING,Engineering,41542,399,33258,8284,0.199412643,23621,60000,45000,75000,23694,5721,980,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
125,SOCIOLOGY,Social Science,115433,1024,24704,28120,0.532333788,56561,33000,25000,44000,29051,48899,13748,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
97,JOURNALISM,Communications & Journalism,72619,843,8739,22456,0.719858952,39524,35000,26000,42900,23279,26672,8512,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.646,0.97]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
150,FINE ARTS,Arts,74440,623,24786,49654,0.667033853,31877,30500,21000,41000,20792,32725,11880,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.646,0.97]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
129,LANGUAGE AND DRAMA EDUCATION,Education,30471,235,3878,5276,0.576360061,15266,33000,24000,40000,17985,6824,2819,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
164,COMMUNICATION DISORDERS SCIENCES AND SERVICES,Health,38279,95,11376,27468,0.707136237,14460,28000,20000,40000,19957,9404,5125,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.646,0.97]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
83,BIOCHEMICAL SCIENCES,Biology & Life Science,39107,174,18951,20156,0.515406449,13785,37400,29000,50000,15654,8394,3012,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
141,LIBERAL ARTS,Humanities & Liberal Arts,71369,569,58227,136446,0.70089843,33438,32000,25000,42000,18565,28558,9030,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(1.02e+05,2.05e+05]","(0.646,0.97]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
58,GENERAL BUSINESS,Business,234590,2380,6053,4346,0.4179248,138299,40000,30000,55000,29334,100831,27320,"(1.52e+04,3.03e+04]","(9.89e+04,1.49e+05]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(1.33e+05,2e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
140,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,Industrial Arts & Consumer Services,125074,1014,2049,4434,0.683942619,57978,32000,24000,43000,27581,63946,16838,"(1.52e+04,3.03e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.646,0.97]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
37,ECONOMICS,Social Science,139247,1322,115030,59476,0.340824957,70740,47000,35000,65000,25582,37057,10653,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
78,MARKETING AND MARKETING RESEARCH,Business,205211,2684,11404,7076,0.382900433,127230,38000,30000,50000,25320,93889,27968,"(1.52e+04,3.03e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
137,ART AND MUSIC EDUCATION,Education,34181,338,10732,23449,0.6860244,16537,32100,25000,40000,20821,8260,2767,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.646,0.97]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
98,MULTI-DISCIPLINARY OR GENERAL SCIENCE,Physical Sciences,62052,427,70619,143377,0.669998505,28966,35000,24000,50000,17923,22039,5751,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(1.02e+05,2.05e+05]","(0.646,0.97]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
36,FINANCE,Business,174506,2189,89749,49498,0.355469059,108595,47000,35000,64000,24243,48447,9910,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
5,CHEMICAL ENGINEERING,Engineering,32260,289,21239,11021,0.341630502,16697,65000,50000,75000,18314,4440,972,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
59,ARCHITECTURE,Engineering,46420,362,9658,4582,0.321769663,20026,40000,31000,50000,16178,13724,4221,"(1.52e+04,3.03e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
95,CRIMINAL JUSTICE AND FIRE PROTECTION,Law & Public Policy,152824,1728,3156,451,0.125034655,88548,35000,26000,45000,24348,88858,18404,"(1.52e+04,3.03e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
35,NURSING,Health,209394,2554,21773,187621,0.896018988,122817,48000,39000,58000,151643,26146,6193,"(1.36e+05,1.52e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
124,BIOLOGY,Biology & Life Science,280709,1370,111762,168947,0.601858152,100336,33400,24000,45000,88232,81109,28339,"(7.58e+04,9.1e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(1.02e+05,2.05e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
114,GENERAL EDUCATION,Education,143718,919,26893,116825,0.812876606,73531,34000,26000,41000,82007,31112,11443,"(7.58e+04,9.1e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
21,COMPUTER SCIENCE,Computers & Mathematics,128319,1196,1837,2524,0.578766338,70932,53000,39000,70000,68622,25667,5144,"(6.07e+04,7.58e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
146,PSYCHOLOGY,Psychology & Social Work,393735,2584,86648,307087,0.779933204,174438,31500,24000,41000,125148,141860,48207,"(1.21e+05,1.36e+05]","(9.89e+04,1.49e+05]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(1.41e+03,2.81e+03]","(5.8e+04,1.16e+05]","(2.05e+05,3.07e+05]","(0.646,0.97]","(1.33e+05,2e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(3.21e+04,4.83e+04]"
139,ELEMENTARY EDUCATION,Education,170862,1629,13029,157833,0.923745479,86540,32000,23400,38000,108085,36972,11502,"(1.06e+05,1.21e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
94,COMMUNICATIONS,Communications & Journalism,213996,2394,476,209,0.305109489,116251,35000,27000,45000,40763,97964,27440,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
138,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,1436,4897,2519,0.339670982,81180,32000,23000,41000,57690,71827,26503,"(4.55e+04,6.07e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
79,POLITICAL SCIENCE AND GOVERNMENT,Social Science,182621,1387,93880,88741,0.485929877,83236,38000,28000,50000,36854,66947,19803,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
9,MECHANICAL ENGINEERING,Engineering,91227,1029,12953,2105,0.139792801,54639,60000,48000,70000,52844,16384,3253,"(4.55e+04,6.07e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
42,MATHEMATICS,Computers & Mathematics,72397,541,9005,2908,0.244103081,33738,45000,33000,60000,34800,14829,4569,"(3.03e+04,4.55e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
35,NURSING,Health,209394,2554,21773,187621,0.896018988,122817,48000,39000,58000,151643,26146,6193,"(1.36e+05,1.52e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
124,BIOLOGY,Biology & Life Science,280709,1370,111762,168947,0.601858152,100336,33400,24000,45000,88232,81109,28339,"(7.58e+04,9.1e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(1.02e+05,2.05e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
114,GENERAL EDUCATION,Education,143718,919,26893,116825,0.812876606,73531,34000,26000,41000,82007,31112,11443,"(7.58e+04,9.1e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
21,COMPUTER SCIENCE,Computers & Mathematics,128319,1196,1837,2524,0.578766338,70932,53000,39000,70000,68622,25667,5144,"(6.07e+04,7.58e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
146,PSYCHOLOGY,Psychology & Social Work,393735,2584,86648,307087,0.779933204,174438,31500,24000,41000,125148,141860,48207,"(1.21e+05,1.36e+05]","(9.89e+04,1.49e+05]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(1.41e+03,2.81e+03]","(5.8e+04,1.16e+05]","(2.05e+05,3.07e+05]","(0.646,0.97]","(1.33e+05,2e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(3.21e+04,4.83e+04]"
139,ELEMENTARY EDUCATION,Education,170862,1629,13029,157833,0.923745479,86540,32000,23400,38000,108085,36972,11502,"(1.06e+05,1.21e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
94,COMMUNICATIONS,Communications & Journalism,213996,2394,476,209,0.305109489,116251,35000,27000,45000,40763,97964,27440,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
138,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,1436,4897,2519,0.339670982,81180,32000,23000,41000,57690,71827,26503,"(4.55e+04,6.07e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
79,POLITICAL SCIENCE AND GOVERNMENT,Social Science,182621,1387,93880,88741,0.485929877,83236,38000,28000,50000,36854,66947,19803,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
9,MECHANICAL ENGINEERING,Engineering,91227,1029,12953,2105,0.139792801,54639,60000,48000,70000,52844,16384,3253,"(4.55e+04,6.07e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
42,MATHEMATICS,Computers & Mathematics,72397,541,9005,2908,0.244103081,33738,45000,33000,60000,34800,14829,4569,"(3.03e+04,4.55e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
35,NURSING,Health,209394,2554,21773,187621,0.896018988,122817,48000,39000,58000,151643,26146,6193,"(1.36e+05,1.52e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
124,BIOLOGY,Biology & Life Science,280709,1370,111762,168947,0.601858152,100336,33400,24000,45000,88232,81109,28339,"(7.58e+04,9.1e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(1.02e+05,2.05e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
114,GENERAL EDUCATION,Education,143718,919,26893,116825,0.812876606,73531,34000,26000,41000,82007,31112,11443,"(7.58e+04,9.1e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
21,COMPUTER SCIENCE,Computers & Mathematics,128319,1196,1837,2524,0.578766338,70932,53000,39000,70000,68622,25667,5144,"(6.07e+04,7.58e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
146,PSYCHOLOGY,Psychology & Social Work,393735,2584,86648,307087,0.779933204,174438,31500,24000,41000,125148,141860,48207,"(1.21e+05,1.36e+05]","(9.89e+04,1.49e+05]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(1.41e+03,2.81e+03]","(5.8e+04,1.16e+05]","(2.05e+05,3.07e+05]","(0.646,0.97]","(1.33e+05,2e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(3.21e+04,4.83e+04]"
139,ELEMENTARY EDUCATION,Education,170862,1629,13029,157833,0.923745479,86540,32000,23400,38000,108085,36972,11502,"(1.06e+05,1.21e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
94,COMMUNICATIONS,Communications & Journalism,213996,2394,476,209,0.305109489,116251,35000,27000,45000,40763,97964,27440,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
138,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,1436,4897,2519,0.339670982,81180,32000,23000,41000,57690,71827,26503,"(4.55e+04,6.07e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
79,POLITICAL SCIENCE AND GOVERNMENT,Social Science,182621,1387,93880,88741,0.485929877,83236,38000,28000,50000,36854,66947,19803,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
